date,supplier,kg_score,Em_Score,twitter_alert,weather_risk,economic_risk,geo_risk,tech_risk,downtime_hours,high_disruption_p
1/24/2025,KMP,1.152361598,0.237870157,0,0,0,0,0,7,0.918007621
1/25/2025,KMP,0.020026081,0.294390397,0,0,0,0,0,1.1,0.403245847
1/26/2025,KMP,0.612075807,0.430870368,0,0,0,0,0,5.2,0.819263476
1/27/2025,KMP,0.4301257,0.373537642,0,0,0,0,0,2.7,0.703320103
1/28/2025,KMP,1.134768229,0.363139618,1,0,1,0,1,10.9,0.96312927
1/29/2025,KMP,0.499659379,0.235887284,0,0,0,0,0,3.1,0.668379894
1/30/2025,KMP,0.693414224,0.252005442,0,0,0,0,0,3.3,0.773739658
1/31/2025,KMP,0.43006694,0.312474161,0,0,0,0,0,2.6,0.670037076
2/1/2025,KMP,1.065223858,0.22885886,0,0,0,0,0,5.3,0.894844222
2/2/2025,KMP,0.641276079,0.291783862,0,0,0,0,0,5.9,0.777412333
2/3/2025,KMP,0.144505479,0.255894891,1,0,1,1,0,17.6,0.657686395
2/4/2025,KMP,0.696496754,0.307927771,0,0,0,0,0,6.2,0.807688702
2/5/2025,KMP,0.822907951,0.252804269,1,1,0,1,0,11.4,0.901790613
2/6/2025,KMP,0.356140107,0.28229336,0,0,0,0,0,3.5,0.614456395
2/7/2025,KMP,0.010529233,0.298187068,0,0,1,0,0,4.3,0.415272924
2/8/2025,KMP,0.35224799,0.273180245,0,0,0,0,0,1.4,0.596660729
2/9/2025,KMP,0.243015413,0.168982713,0,0,1,0,0,5.3,0.484004289
2/10/2025,KMP,0.276239675,0.292739544,0,0,1,0,0,8.2,0.595427347
2/11/2025,KMP,0.421993919,0.382706943,0,0,0,0,0,1,0.696725286
2/12/2025,KMP,0.25032896,0.371279717,0,0,0,0,0,0.6,0.59049733
2/13/2025,KMP,0.527923752,0.205480837,0,0,0,0,0,7.6,0.686866745
2/14/2025,KMP,1.056223944,0.307041215,0,0,0,0,0,6.2,0.911505958
2/15/2025,KMP,0.747088649,0.314408126,0,0,0,1,0,7.8,0.833375555
2/16/2025,KMP,0.488967093,0.217006922,0,0,0,0,0,4.1,0.656319448
2/17/2025,KMP,0.197961546,0.317732811,0,0,0,0,0,2.9,0.536742621
2/18/2025,KMP,0.460788828,0.277270489,0,1,0,0,0,6.7,0.685496523
2/19/2025,KMP,0.852817913,0.345421594,0,0,0,0,0,5.1,0.869619512
2/20/2025,KMP,0.373242376,0.238861109,1,0,1,0,0,9.7,0.735801315
2/21/2025,KMP,0.694331137,0.273357819,0,0,0,0,1,4.7,0.788051879
2/22/2025,KMP,0.247526994,0.250648896,0,0,0,0,0,0,0.511357978
2/23/2025,KMP,1.104261871,0.254984124,0,0,0,0,0,7.8,0.913260753
2/24/2025,KMP,0.71894783,0.274824842,0,0,0,0,0,5.4,0.800980163
2/25/2025,KMP,0.555526848,0.329805801,1,0,0,0,0,9.8,0.846749572
2/26/2025,KMP,0.398425847,0.291240385,0,0,0,0,1,6.6,0.658398514
2/27/2025,KMP,0.838243079,0.22450941,0,1,0,0,0,11.1,0.84275633
2/28/2025,KMP,0.204841809,0.364061232,0,0,0,0,0,0,0.555336792
3/1/2025,KMP,0.813222564,0.335081483,0,0,0,0,0,6.8,0.858969849
1/1/2025,SCT,1.075456925,0.043725514,0,0,0,0,0,6.6,0.849406805
1/2/2025,SCT,0.486790162,0.042524684,0,0,0,0,0,0.7,0.534267973
1/3/2025,SCT,0.698751439,0.025986932,0,0,0,1,0,8.4,0.685646907
1/4/2025,SCT,0.492666578,0.10303472,0,0,0,0,0,4.7,0.594657506
1/5/2025,SCT,0.076206747,0.070139731,0,0,1,0,0,4.2,0.320792146
1/6/2025,SCT,0.399991869,0.088843044,0,0,0,0,0,3.7,0.524003355
1/7/2025,SCT,0.612971438,0.062116868,1,0,0,0,1,9.8,0.765616147
1/8/2025,SCT,0.788974914,0.076944567,0,0,0,1,0,8.2,0.755617136
1/9/2025,SCT,0.716063021,0.016298262,0,0,0,0,0,6.7,0.682417325
1/10/2025,SCT,0.409647229,0.040902387,0,0,0,0,0,3.5,0.499093512
1/11/2025,SCT,0.460333276,0.071175745,1,0,0,0,0,8.5,0.689711857
1/12/2025,SCT,0.723683128,0.067077825,1,0,0,0,0,4.9,0.798171053
1/13/2025,SCT,0.809017263,0.093998608,0,0,0,0,0,3.4,0.755014823
1/14/2025,SCT,0.010319111,0.046006735,0,0,0,0,0,0.6,0.25976595
1/15/2025,SCT,0.90113666,0.089201579,0,0,0,1,0,9.5,0.812425116
1/16/2025,SCT,0.393135975,0.103903308,0,0,0,0,0,6.1,0.541056899
1/17/2025,SCT,0.611392288,0.022930397,0,0,0,0,0,7.2,0.629438029
1/18/2025,SCT,0.163480107,0.037707729,0,0,0,0,0,0.3,0.333803892
1/19/2025,SCT,0.830533087,0.035133638,0,0,0,0,0,4.3,0.74080693
1/20/2025,SCT,0.107688682,0.055866985,0,0,0,0,0,0.5,0.314080526
1/21/2025,SCT,0.068394553,0.101714876,0,0,0,0,0,0,0.315457573
1/22/2025,SCT,0.242042969,0.132071628,0,0,0,0,0,1.1,0.439617758
1/23/2025,SCT,0.18059941,0.050342579,1,1,0,0,0,13.7,0.537766673
1/24/2025,SCT,0.457272222,0.023837292,0,0,0,0,0,2.1,0.511191577
1/25/2025,SCT,0.389686551,0.093946418,0,0,0,0,0,2.5,0.51476631
1/26/2025,SCT,0.135181539,0.125402002,0,0,0,0,0,2.7,0.378824375
1/27/2025,SCT,0.141716689,0.091673272,0,0,0,0,0,0,0.350572176
1/28/2025,SCT,1.392064132,0.048966949,0,0,0,0,0,7.2,0.927343265
1/29/2025,SCT,0.773285613,0.071047993,0,0,0,0,0,5.3,0.734355445
1/30/2025,SCT,0.110057801,0.0829762,0,0,0,0,0,0.2,0.32884469
1/31/2025,SCT,0.17845658,0.072792657,0,0,0,0,0,3.4,0.376630015
2/1/2025,SCT,0.514001254,0.038591426,0,0,0,0,0,7.1,0.580172534
2/2/2025,SCT,0.648673937,0.048528075,0,0,0,0,0,7.6,0.667079394
2/3/2025,SCT,0.091545447,0.018871991,0,0,1,0,0,6.4,0.310891147
2/4/2025,SCT,0.390036123,0.050314797,0,1,0,0,0,5.3,0.501719318
2/5/2025,SCT,0.89042603,0.036813837,0,0,0,0,0,5.8,0.774535306
2/6/2025,SCT,0.349054309,0.07637955,0,0,0,0,0,1.8,0.474917235
2/7/2025,SCT,0.013187287,0.070519544,0,0,0,0,0,2.2,0.279542332
2/8/2025,SCT,0.700919066,0.03004319,0,0,0,0,0,5.3,0.675552171
2/9/2025,SCT,0.24462629,0.074372618,0,0,1,0,0,6,0.429840306
2/10/2025,SCT,0.819278659,0.08136171,0,0,0,0,0,4.4,0.75760636
2/11/2025,SCT,0.248716619,0.119334953,0,0,1,0,0,2.3,0.441797277
2/12/2025,SCT,0.706816702,0.029806837,0,0,0,0,0,5.8,0.680823499
2/13/2025,SCT,0.58196654,0.110729208,0,0,0,0,0,4.8,0.651976695
2/14/2025,SCT,0.267839816,0.005343586,0,0,0,0,0,0.2,0.374480799
2/15/2025,SCT,0.4979248,0.048597983,0,0,0,0,0,4.6,0.564220059
2/16/2025,SCT,0.038105283,0.091294878,0,0,0,0,0,0,0.293903673
2/17/2025,SCT,0.621692749,0.149464568,0,0,1,0,0,10.2,0.717459235
2/18/2025,SCT,1.013353502,0.074851282,1,0,0,0,0,6.8,0.896275729
2/19/2025,SCT,0.5646906,0.016840559,0,0,0,0,0,3.8,0.581717501
2/20/2025,SCT,1.00733788,0.044840954,0,0,0,0,0,8.6,0.832360121
2/21/2025,SCT,0.847384043,7.66E-05,0,0,0,0,0,9.3,0.75113064
2/22/2025,SCT,0.938871312,0.109566299,1,0,0,0,1,20.2,0.910934101
2/23/2025,SCT,0.769291752,0.099051333,0,0,0,0,0,5,0.744759995
2/24/2025,SCT,1.243828292,0.032406753,0,0,0,0,0,5.7,0.891348271
2/25/2025,SCT,0.548448379,0.108928608,0,0,0,0,0,2,0.618560433
2/26/2025,SCT,0.0222445,0.089016066,0,0,0,0,0,0,0.284581382
2/27/2025,SCT,0.377403568,0.043891912,0,0,0,1,0,9.9,0.512806873
2/28/2025,SCT,0.392119814,0.049679851,0,0,0,0,0,3.6,0.494125061
3/1/2025,SCT,0.225623379,0.090123849,0,0,0,0,0,2.7,0.411775124
1/1/2025,SZHA,1.411779735,0.236805476,0,0,0,1,0,13.4,0.960435821
1/2/2025,SZHA,0.080821142,0.175410777,1,0,0,1,0,6.3,0.516638804
1/3/2025,SZHA,0.067139703,0.225754509,0,0,0,0,0,0,0.3851455
1/4/2025,SZHA,1.211125575,0.222846207,0,0,0,0,0,4.4,0.92222215
1/5/2025,SZHA,0.925285712,0.337462285,0,0,0,0,0,4.2,0.885021827
1/6/2025,SZHA,0.719140535,0.283263318,0,0,0,0,0,4.2,0.800593781
1/7/2025,SZHA,0.232236968,0.186133208,0,0,0,0,0,0,0.461557379
1/8/2025,SZHA,0.819618626,0.204288407,0,0,0,0,0,3,0.805301978
1/9/2025,SZHA,1.0629377,0.193824056,1,0,0,0,0,8,0.930984042
1/10/2025,SZHA,0.523524767,0.244249323,0,0,0,0,0,5.7,0.6970808
1/11/2025,SZHA,0.102798405,0.232148324,0,1,0,0,0,3.1,0.425402705
1/12/2025,SZHA,0.28621271,0.179393454,0,0,0,0,0,3.8,0.510002517
1/13/2025,SZHA,0.223751548,0.179280382,0,0,0,1,1,8.7,0.495395087
1/14/2025,SZHA,0.972127611,0.270467224,0,0,0,0,0,3,0.877233291
1/15/2025,SZHA,0.761483422,0.256596662,0,0,0,0,0,3,0.803007786
1/16/2025,SZHA,0.787396854,0.222317091,0,0,0,0,0,4.7,0.805069396
1/17/2025,SZHA,0.934269853,0.17329831,0,0,0,0,0,7.9,0.849018083
1/18/2025,SZHA,0.09282011,0.236899395,0,0,0,1,0,3.9,0.426119531
1/19/2025,SZHA,0.638733176,0.352596946,0,0,0,0,0,6.4,0.803185701
1/20/2025,SZHA,0.573711951,0.219121554,0,0,0,0,0,3.4,0.700584714
1/21/2025,SZHA,0.026495012,0.259263654,0,0,0,0,0,0,0.380929855
1/22/2025,SZHA,0.352108273,0.257768656,0,0,0,0,0,1.5,0.587754991
1/23/2025,SZHA,0.545025665,0.199413097,0,0,0,0,0,7.6,0.692769043
1/24/2025,SZHA,0.225614576,0.205973515,0,0,1,0,0,4.2,0.490743615
1/25/2025,SZHA,0.477936335,0.221885548,0,0,0,1,0,8.4,0.67206832
1/26/2025,SZHA,1.196461955,0.266919366,0,0,0,0,1,7.6,0.931531314
1/27/2025,SZHA,0.393794402,0.224699653,0,0,0,0,0,2.8,0.599224557
1/28/2025,SZHA,0.609982944,0.241712825,0,0,0,0,0,8,0.748238473
1/29/2025,SZHA,0.507298161,0.288335512,0,0,0,0,0,4.7,0.707460932
1/30/2025,SZHA,0.832497553,0.334572908,0,0,0,0,0,5.5,0.861484658
1/31/2025,SZHA,0.359058379,0.255258851,0,0,1,0,0,4.6,0.605346552
2/1/2025,SZHA,0.411790311,0.242994856,0,0,0,0,0,1.5,0.614664669
2/2/2025,SZHA,0.448491417,0.1915231,0,0,0,0,0,3.3,0.614445172
2/3/2025,SZHA,0.81589498,0.26100114,0,0,0,0,0,7.6,0.83811109
2/4/2025,SZHA,0.337792465,0.169655542,0,0,0,0,0,2,0.527128337
2/5/2025,SZHA,0.776460946,0.206080999,0,0,0,0,0,7.7,0.803821909
2/6/2025,SZHA,0.519492153,0.205694295,0,0,0,0,0,4.7,0.669730437
2/7/2025,SZHA,0.347657339,0.283182468,0,0,0,0,0,3.1,0.608044443
2/8/2025,SZHA,0.247930235,0.173480807,0,0,0,0,0,2.7,0.476898361
2/9/2025,SZHA,0.255655969,0.247707756,0,0,0,0,0,1.2,0.520590676
2/10/2025,SZHA,0.548939463,0.320437971,0,0,0,0,0,4,0.741435613
2/11/2025,SZHA,0.017272441,0.204405733,0,0,0,0,1,5.9,0.371029083
2/12/2025,SZHA,0.744981745,0.15090778,0,0,0,0,0,5.4,0.759094917
2/13/2025,SZHA,0.419520191,0.162751479,0,0,0,0,0,2.4,0.575341675
2/14/2025,SZHA,0.102267075,0.315385466,0,0,0,0,0,0.3,0.462602809
2/15/2025,SZHA,0.667710821,0.169521467,0,0,0,0,0,4.1,0.726131034
2/16/2025,SZHA,0.440015952,0.180747471,0,1,0,0,0,10.9,0.638742075
2/17/2025,SZHA,0.523014087,0.21433162,0,0,0,0,0,5,0.67773109
2/18/2025,SZHA,0.128377839,0.291657144,0,0,0,0,0,2.1,0.473048014
2/19/2025,SZHA,0.461334515,0.233422136,0,0,0,0,0,2.2,0.641272544
2/20/2025,SZHA,0.009519945,0.267376616,1,1,0,0,0,9.5,0.545434673
2/21/2025,SZHA,0.189421326,0.234447709,1,0,0,0,0,3.2,0.604361733
2/22/2025,SZHA,0.73472809,0.138248102,0,0,0,0,0,5.8,0.749967785
2/23/2025,SZHA,0.408712207,0.166247748,0,0,0,0,0,1.4,0.565963237
2/24/2025,SZHA,0.945818796,0.316024643,0,0,0,0,0,6.1,0.888608784
2/25/2025,SZHA,0.775472567,0.211278292,1,0,0,0,0,8.2,0.873346475
2/26/2025,SZHA,0.024984104,0.287900454,0,0,0,0,0,0.6,0.399922363
2/27/2025,SZHA,0.528914936,0.346961357,0,0,0,0,0,3.9,0.744157509
2/28/2025,SZHA,0.089545548,0.249534695,0,0,0,0,0,0,0.412824936
3/1/2025,SZHA,1.14569165,0.207061439,0,0,0,0,0,5.2,0.907701084
1/1/2025,ArC,0.306740944,0.443945275,0,0,0,0,0,2.7,0.674962275
1/2/2025,ArC,0.219183084,0.445566826,0,0,0,0,0,1.5,0.620547982
1/3/2025,ArC,0.505689315,0.37606992,0,0,0,0,0,3.6,0.74581175
1/4/2025,ArC,0.324369349,0.475323627,0,0,0,0,0,0,0.689810268
1/5/2025,ArC,0.693630098,0.370262044,0,0,0,0,1,6.7,0.83114029
1/6/2025,ArC,0.485695801,0.519435905,0,0,0,0,0,4.9,0.803896707
1/7/2025,ArC,0.344047485,0.464981937,0,0,0,1,0,8.9,0.731171331
1/8/2025,ArC,0.017355506,0.427405155,0,0,0,1,0,3,0.492975875
1/9/2025,ArC,0.927373759,0.495531236,0,0,0,0,1,9.8,0.927792386
1/10/2025,ArC,0.74725099,0.370526708,0,0,0,0,0,4.7,0.844019453
1/11/2025,ArC,0.760819104,0.496171808,0,0,0,0,0,5.2,0.885591183
1/12/2025,ArC,0.048606753,0.411053575,0,0,0,1,0,4,0.507287189
1/13/2025,ArC,0.011220163,0.495791772,0,0,0,0,0,0,0.516876047
1/14/2025,ArC,0.579211115,0.382819388,1,0,0,0,0,7.3,0.864253419
1/15/2025,ArC,0.095443069,0.459164637,0,0,0,0,0,0,0.546495099
1/16/2025,ArC,0.565907655,0.524019755,0,0,0,0,0,6.2,0.838731307
1/17/2025,ArC,0.256311949,0.347298832,0,0,0,0,0,3.4,0.59315584
1/18/2025,ArC,0.380954913,0.376941683,0,0,0,0,0,3.2,0.681080435
1/19/2025,ArC,0.098805347,0.511759186,0,0,0,0,0,0,0.580885943
1/20/2025,ArC,0.00833773,0.502145681,0,0,1,0,0,1.5,0.5265272
1/21/2025,ArC,0.720184122,0.41415337,0,0,0,0,0,3.2,0.845514324
1/22/2025,ArC,0.385599184,0.502909208,0,1,0,0,0,6.3,0.759012097
1/23/2025,ArC,0.41510183,0.523177447,0,0,0,0,0,3.6,0.77165822
1/24/2025,ArC,0.74321715,0.547901017,0,0,0,0,0,4.3,0.892236807
1/25/2025,ArC,0.031572235,0.510850707,0,0,0,0,0,2.7,0.552322092
1/26/2025,ArC,0.422465223,0.485675251,0,0,0,0,0,2.3,0.753311272
1/27/2025,ArC,0.636729227,0.474283241,0,0,0,0,0,4.6,0.841513304
1/28/2025,ArC,0.593622456,0.529688814,0,0,0,0,0,4.4,0.845048018
1/29/2025,ArC,0.639122336,0.463267913,0,0,1,0,0,6,0.842370902
1/30/2025,ArC,0.371803322,0.371924968,0,0,0,0,0,4.2,0.67772158
1/31/2025,ArC,0.252701452,0.473702832,0,0,1,0,0,3.3,0.664187319
2/1/2025,ArC,0.676390069,0.431898134,1,0,0,0,0,10.8,0.907771249
2/2/2025,ArC,0.446895974,0.301264709,0,0,0,0,0,3.8,0.678394144
2/3/2025,ArC,0.881691028,0.476665154,0,0,0,0,0,6.2,0.910511015
2/4/2025,ArC,0.121432363,0.418003056,0,0,0,0,0,1.9,0.54651227
2/5/2025,ArC,0.681068377,0.429333213,0,0,0,0,0,5.7,0.844224683
2/6/2025,ArC,0.585095176,0.430332006,0,0,0,0,0,3,0.801956546
2/7/2025,ArC,0.067679298,0.467306912,0,0,0,0,0,1.1,0.539782114
2/8/2025,ArC,0.125461699,0.5106514,0,1,0,0,0,6.6,0.627681393
2/9/2025,ArC,1.210784683,0.416502616,0,0,0,1,0,14.8,0.959465319
2/10/2025,ArC,0.078650348,0.513800759,0,0,0,0,0,0.7,0.573251029
2/11/2025,ArC,1.146663664,0.431606518,0,0,0,0,0,7.5,0.947632245
2/12/2025,ArC,0.58226694,0.504959624,0,0,0,0,0,3.6,0.830625446
2/13/2025,ArC,0.863486044,0.490657518,0,0,0,0,0,6.7,0.910467695
2/14/2025,ArC,0.066148464,0.373528664,0,0,0,0,0,0,0.474819525
2/15/2025,ArC,0.108696382,0.545959546,0,0,0,0,0,1,0.612216746
2/16/2025,ArC,0.300268982,0.405186185,0,0,0,0,0,3.8,0.654671607
2/17/2025,ArC,0.500222971,0.436704248,1,0,0,0,0,7.9,0.858187646
2/18/2025,ArC,0.668825829,0.474394451,0,0,0,0,0,1.6,0.844230827
2/19/2025,ArC,0.326511899,0.580684724,1,0,1,0,0,10.1,0.854456621
2/20/2025,ArC,0.091888785,0.407764471,0,0,0,0,0,0.6,0.515278527
2/21/2025,ArC,0.582749461,0.386853927,0,0,0,0,0,6.9,0.796085933
2/22/2025,ArC,0.836226914,0.486647239,0,0,1,0,0,7.7,0.905611006
2/23/2025,ArC,0.725436495,0.419447162,0,0,0,1,0,11.3,0.868551204
2/24/2025,ArC,0.286830049,0.497758169,0,0,0,0,0,3.2,0.69539635
2/25/2025,ArC,0.161385146,0.32911481,0,0,0,0,1,2.7,0.520051713
2/26/2025,ArC,0.697905251,0.375916184,0,0,0,1,0,12.5,0.849993948
2/27/2025,ArC,0.369022739,0.350528141,0,0,0,0,0,2.1,0.654951726
2/28/2025,ArC,0.68974401,0.484475245,0,0,0,0,0,3.2,0.858093921
3/1/2025,ArC,0.696583195,0.60182994,0,0,0,0,0,3.7,0.892835071
1/1/2025,YaHo,0.279532288,0.579757662,0,0,0,0,0,2.8,0.731888428
1/2/2025,YaHo,0.020038634,0.557916106,0,0,0,0,0,0,0.560917583
1/3/2025,YaHo,0.580345445,0.627733216,0,0,0,0,0,6,0.874373746
1/4/2025,YaHo,0.743486922,0.659522165,0,0,0,0,0,3.2,0.914629833
1/5/2025,YaHo,0.165487704,0.516223219,0,0,0,0,0,1,0.628147399
1/6/2025,YaHo,0.079427091,0.633106096,0,0,0,0,0,1,0.645961209
1/7/2025,YaHo,0.009078854,0.72585045,0,0,0,1,0,2.4,0.664925756
1/8/2025,YaHo,0.425664099,0.654098813,0,0,1,1,0,9.9,0.845195807
1/9/2025,YaHo,1.151183444,0.626310153,0,0,0,0,0,4.2,0.965368091
1/10/2025,YaHo,0.531891521,0.694401943,0,0,0,0,0,4.7,0.876504125
1/11/2025,YaHo,0.845101153,0.372171743,0,0,0,0,0,7.9,0.88092115
1/12/2025,YaHo,0.085953746,0.64628896,0,0,0,0,0,1.2,0.658047834
1/13/2025,YaHo,0.456889734,0.575298724,0,0,0,0,0,2.3,0.806350884
1/14/2025,YaHo,0.307886498,0.436055635,0,0,0,0,1,5.5,0.683489599
1/15/2025,YaHo,0.445201276,0.685585224,0,0,0,0,0,2.6,0.842767597
1/16/2025,YaHo,0.929086216,0.768682917,0,0,0,0,0,7.7,0.960774882
1/17/2025,YaHo,0.274291482,0.588778797,0,0,0,0,0,2.8,0.733738873
1/18/2025,YaHo,0.825699387,0.753830047,0,0,1,0,0,5.9,0.946181828
1/19/2025,YaHo,0.862753648,0.806890773,0,0,0,0,0,2.9,0.954003896
1/20/2025,YaHo,0.757523801,0.770905372,0,0,0,0,0,8.9,0.942625707
1/21/2025,YaHo,0.332652299,0.831665019,0,0,0,0,0,2.8,0.854058433
1/22/2025,YaHo,1.233351383,0.714575305,0,0,0,0,0,7.5,0.978538862
1/23/2025,YaHo,0.04474984,0.608837516,1,0,0,0,0,6.3,0.742684504
1/24/2025,YaHo,0.279379046,0.460183879,0,0,0,1,0,4.7,0.677631278
1/25/2025,YaHo,0.462809695,0.627009157,0,0,0,0,0,1.9,0.826718546
1/26/2025,YaHo,0.769410294,0.526050534,0,0,0,0,0,4.2,0.893085424
1/27/2025,YaHo,0.352145864,0.825632051,0,0,0,0,0,3.2,0.859173808
1/28/2025,YaHo,0.846936238,0.547309869,0,0,0,0,0,3.7,0.913695472
1/29/2025,YaHo,0.720874719,0.684062226,0,0,0,0,0,7.6,0.921603974
1/30/2025,YaHo,0.128224272,0.660702609,0,0,0,0,0,1.3,0.6896144
1/31/2025,YaHo,0.044676662,0.625175663,1,0,0,0,0,2.9,0.737425616
2/1/2025,YaHo,0.573870355,0.821730837,0,0,0,0,0,4.9,0.915830831
2/2/2025,YaHo,0.49010045,0.553594807,1,0,1,0,0,10.8,0.893332101
2/3/2025,YaHo,0.335319082,0.670606789,0,0,0,0,0,2.6,0.796865029
2/4/2025,YaHo,0.135319082,0.515510674,0,0,0,0,0,0,0.522179606
2/5/2025,YaHo,0.243273028,0.486040992,0,0,0,0,0,2,0.659997943
2/6/2025,YaHo,0.046345425,0.599795616,0,0,0,0,0,0,0.602370635
2/7/2025,YaHo,0.076942123,0.639330306,1,0,0,0,0,5.9,0.770065497
2/8/2025,YaHo,0.165703009,0.549987612,0,0,0,0,0,1.5,0.650042619
2/9/2025,YaHo,0.283511084,0.58846504,0,0,0,0,0,0.6,0.729471
2/10/2025,YaHo,0.334529893,0.461575333,0,0,0,0,0,2,0.696410551
2/11/2025,YaHo,0.46473513,0.669476941,0,0,1,1,0,5.3,0.850881322
2/12/2025,YaHo,0.22423309,0.519131955,0,0,0,0,0,3.1,0.67269787
2/13/2025,YaHo,0.348428953,0.704083478,0,0,0,1,0,7.3,0.828819107
2/14/2025,YaHo,0.551115286,0.609072871,0,0,0,0,0,4.2,0.856247991
2/15/2025,YaHo,0.95871838,0.541909958,0,0,0,0,0,5.3,0.934476085
2/16/2025,YaHo,0.476326424,0.59442203,0,0,0,0,0,5,0.828760938
2/17/2025,YaHo,0.573324112,0.514040267,0,0,0,0,0,4.5,0.833190651
2/18/2025,YaHo,0.474760481,0.647432288,0,0,0,0,0,0.5,0.834171089
2/19/2025,YaHo,0.230946249,0.750753285,1,0,1,0,0,9.5,0.87481818
2/20/2025,YaHo,0.903505628,0.447565701,0,0,0,0,0,6.6,0.909675428
2/21/2025,YaHo,0.252478805,0.62313777,1,0,0,0,0,4,0.827646915
2/22/2025,YaHo,0.458325604,0.620341989,0,0,1,0,0,8.9,0.842197325
2/23/2025,YaHo,0.385146068,0.701455129,1,0,0,0,0,2.7,0.888002996
2/24/2025,YaHo,0.747569945,0.629264476,0,0,1,0,0,11.6,0.922305071
2/25/2025,YaHo,0.049225707,0.551833419,0,0,0,0,0,1.5,0.582403491
2/26/2025,YaHo,0.181771544,0.577798659,0,0,0,0,0,0.4,0.669721454
2/27/2025,YaHo,0.831502711,0.540828062,0,0,0,0,0,2.1,0.906601434
2/28/2025,YaHo,0.221223,0.778429424,0,1,0,0,0,4.1,0.69594744
3/1/2025,YaHo,0.76367801,0.669977888,0,0,1,0,0,8,0.92717883
